,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,MonthlyIncome,MonthlyRate,PercentSalaryHike,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,YearsInCurrentRole,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime,Attrition
579,34,No,2,4,3,2,4381,7530,11,3,3,3,5,6,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
580,35,No,8,4,1,3,2572,20317,16,2,3,2,2,3,0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
581,30,No,1,3,4,1,3833,24375,21,3,4,3,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
582,40,No,2,2,3,4,4244,9931,24,4,4,3,7,8,3,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
583,34,No,8,2,3,3,6500,13305,17,2,3,3,2,3,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
584,42,No,8,3,2,3,18430,16225,13,2,3,2,7,24,14,9,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
585,23,Yes,6,3,3,4,1601,3445,21,3,4,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
586,24,No,9,3,3,2,2694,26551,11,3,3,3,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
587,52,No,11,4,4,3,3149,21821,20,2,4,3,2,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
588,50,No,2,3,3,3,17639,6881,16,4,3,3,3,4,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
589,29,Yes,1,2,2,2,2319,6689,11,4,3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
590,33,No,7,3,3,3,11691,25995,11,4,3,4,9,13,3,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
591,33,Yes,16,3,1,3,5324,26507,15,3,3,3,2,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
592,47,No,2,2,3,3,16752,12982,11,3,3,2,14,26,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
593,36,No,1,3,3,3,5228,23361,15,1,3,3,7,9,0,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
594,29,No,23,2,3,4,2700,23779,24,3,4,3,7,10,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
595,58,Yes,2,4,4,3,19246,25761,12,4,3,3,15,31,13,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
596,35,No,1,4,4,4,2506,13301,13,3,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
597,42,No,1,2,4,2,6062,4051,13,4,3,3,3,4,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
598,28,Yes,2,4,3,3,4382,16374,17,4,3,2,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
599,36,No,13,3,3,3,2143,25527,13,2,3,3,2,5,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
600,32,No,4,3,3,2,6162,19124,12,3,3,3,13,14,6,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
601,40,No,16,4,1,2,5094,11983,14,4,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
602,30,No,2,3,3,2,6877,20234,24,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
603,45,No,2,3,2,2,2274,6153,14,4,3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
604,42,No,29,3,2,3,4434,11806,13,4,3,2,8,9,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
605,38,No,12,3,1,2,6288,4284,15,3,3,2,3,4,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
606,34,No,16,4,3,2,2553,8306,16,3,3,3,2,5,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
607,49,Yes,11,3,3,3,7654,5860,18,1,3,4,8,9,7,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
608,55,Yes,2,1,3,3,5160,21519,16,3,3,2,7,9,7,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
609,43,No,14,2,2,3,17159,5200,24,3,4,3,1,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
610,27,No,5,1,3,2,12808,8842,16,2,3,3,8,9,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
611,35,No,7,3,3,3,10221,18869,21,2,4,4,5,8,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
612,28,No,2,4,2,3,4779,3698,20,1,4,3,7,8,7,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
613,34,No,3,2,3,3,3737,2243,19,3,3,1,2,3,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
614,26,Yes,5,2,3,2,2366,20898,14,1,3,3,7,8,1,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
615,27,No,3,3,4,3,1706,16571,11,3,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
616,51,No,26,4,1,3,16307,5594,14,3,3,2,6,20,4,17,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
617,44,No,4,3,4,3,5933,5197,12,4,3,2,2,5,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
618,25,No,2,1,1,4,3424,21632,13,3,3,2,3,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
619,33,No,1,3,1,4,4037,21816,22,1,4,3,8,9,0,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
620,35,No,27,1,3,2,2559,17852,11,4,3,2,5,6,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
621,36,No,1,2,2,3,6201,2823,14,4,3,2,14,18,4,11,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
622,32,No,13,4,2,3,4403,9250,11,3,3,2,2,5,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
623,30,No,5,4,2,2,3761,2373,12,2,3,2,4,5,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
624,53,No,7,2,1,2,10934,20715,18,4,3,3,2,5,0,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
625,45,No,9,3,4,3,10761,19239,12,3,3,3,4,5,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
626,32,No,8,2,3,4,5175,22162,12,3,3,2,3,5,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
627,52,No,25,4,3,2,13826,19028,22,3,4,3,8,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
628,37,No,16,4,4,2,6334,24558,19,4,3,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
629,28,No,8,2,2,2,4936,23965,13,4,3,3,1,5,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
630,22,No,1,2,4,2,4775,19146,22,1,4,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
631,44,No,8,4,1,4,2818,5044,24,3,4,2,2,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
632,42,No,2,1,2,3,2515,9068,14,4,3,3,1,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
633,36,No,8,3,1,2,2342,8635,21,3,4,3,4,5,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634,25,No,3,1,3,3,4194,14363,18,4,3,3,3,5,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
635,35,No,9,3,4,2,10685,23457,20,2,4,3,14,17,5,15,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
636,35,Yes,25,4,4,3,2022,16612,19,1,3,2,2,10,7,8,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
637,32,No,1,3,4,3,2314,9148,12,2,3,3,0,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
638,25,No,4,1,3,2,4256,18154,12,1,3,4,2,5,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
639,49,No,1,3,3,3,3580,10554,16,2,3,3,2,4,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
640,24,No,4,1,1,2,3162,10778,17,4,3,2,2,5,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
641,32,No,5,2,2,3,6524,8891,14,4,3,3,8,10,5,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
642,38,No,9,3,2,2,2899,12102,19,4,3,3,2,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
643,42,No,3,3,3,4,5231,23726,13,2,3,2,3,5,1,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
644,31,No,11,4,4,3,2356,14871,19,2,3,3,4,6,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
645,29,Yes,1,3,2,2,2800,23522,19,3,3,3,2,3,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
646,53,No,8,3,1,3,11836,22789,14,3,3,3,0,2,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
647,35,No,25,3,4,2,10903,9129,16,1,3,3,10,13,4,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
648,37,No,21,2,3,3,2973,21222,15,2,3,3,4,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
649,53,No,23,4,4,3,14275,20206,18,3,3,3,9,12,3,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
650,43,No,1,3,4,3,5562,21782,13,2,3,2,2,5,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
651,47,No,2,2,3,3,4537,17783,22,1,4,3,6,7,7,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
652,37,No,19,2,1,3,7642,4814,13,4,3,3,0,10,0,9,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
653,50,No,2,4,1,3,17924,4544,11,4,3,3,6,31,14,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
654,39,No,2,3,4,2,5204,7790,11,3,3,3,4,5,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
655,33,No,3,2,4,3,2277,22650,11,3,3,4,3,4,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
656,32,Yes,25,4,1,3,2795,18016,24,3,4,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
657,29,No,7,1,1,2,2532,6054,14,3,3,3,3,4,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
658,44,No,9,2,2,3,2559,7508,13,4,3,3,7,8,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
659,28,No,5,4,1,3,4908,24252,14,2,3,3,2,4,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
660,58,Yes,2,1,4,2,2380,13384,14,4,3,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
661,43,No,8,3,1,3,4765,23814,21,3,4,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
662,20,Yes,2,3,3,2,2044,22052,13,4,3,2,2,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
663,21,Yes,18,1,4,3,2693,8870,19,1,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
664,36,No,14,1,3,3,6586,4821,17,1,3,2,8,16,4,11,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
665,47,No,2,4,4,2,3294,13137,18,1,3,2,2,3,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
666,22,Yes,3,1,2,3,4171,10022,19,1,3,4,2,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
667,41,Yes,2,4,2,1,2778,17725,13,3,3,2,7,7,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
668,28,No,9,3,3,3,2377,9834,18,2,3,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
669,39,Yes,6,3,4,3,2404,4303,21,4,4,1,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
670,27,No,4,3,2,3,2318,17808,19,3,3,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
671,34,No,10,3,2,3,2008,6896,14,2,3,3,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
672,42,No,14,2,3,2,6244,7824,17,1,3,3,4,5,0,3,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
673,33,No,1,4,3,2,2799,3339,11,2,3,3,2,3,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
674,58,No,5,3,3,2,10552,9255,13,4,3,3,0,6,0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
675,31,No,7,4,2,2,2329,11737,15,2,3,4,7,7,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
676,35,No,21,1,4,3,4014,19170,25,4,4,1,6,10,0,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
677,49,No,8,2,1,3,7403,22477,11,3,3,2,9,26,1,7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
678,48,No,20,4,4,3,2259,5543,17,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
679,31,No,20,2,4,3,6932,24406,13,4,3,2,8,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
680,36,No,7,4,2,3,4678,23293,18,3,3,3,2,6,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
681,38,No,1,3,4,3,13582,16292,13,2,3,3,12,15,5,11,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
682,32,No,1,3,3,2,2332,3974,20,3,4,3,0,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
683,25,Yes,19,2,3,2,2413,18798,18,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
684,40,No,10,4,1,2,9705,20652,12,2,3,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
685,26,No,1,3,3,2,4294,11148,12,2,3,3,7,7,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
686,41,No,6,3,4,3,4721,3119,13,3,3,3,13,18,2,17,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
687,36,No,2,4,3,3,2519,12287,21,3,4,3,8,11,3,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
688,19,Yes,21,3,4,2,2121,9947,13,2,3,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
689,20,Yes,4,3,1,3,2973,13008,19,2,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
690,31,No,12,3,4,3,5855,17369,11,3,3,1,7,9,8,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
691,40,No,9,4,4,3,3617,25063,14,4,3,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
692,32,No,3,4,3,3,6725,13554,12,3,3,4,7,8,6,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
693,36,Yes,3,1,3,2,10325,5518,11,1,3,3,7,16,3,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
694,33,No,1,3,2,2,6949,12291,14,1,3,3,0,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
695,37,Yes,1,4,1,2,10609,14922,11,3,3,1,1,14,11,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
696,45,No,4,2,3,3,4447,23163,12,2,3,2,7,9,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
697,29,No,20,3,3,3,2157,18203,15,2,3,3,1,3,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
698,35,No,18,3,3,3,4601,6179,16,2,3,3,2,5,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
699,52,No,1,2,4,3,17099,13829,15,2,3,2,8,9,7,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
700,58,Yes,2,3,4,3,2479,26227,24,1,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
701,53,No,2,2,3,3,14852,13938,13,3,3,4,13,17,15,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
702,30,No,8,2,3,3,7264,9977,11,1,3,4,4,8,7,7,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
703,38,No,10,3,3,3,5666,19899,13,2,3,3,3,5,1,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
704,35,No,3,4,4,3,7823,6812,13,2,3,3,9,10,0,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
705,39,No,2,5,1,4,7880,2560,18,4,3,3,7,8,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
706,40,Yes,24,3,2,4,13194,17071,16,4,3,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
707,47,No,16,4,3,4,5067,6759,19,3,3,4,10,19,2,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
708,36,No,8,4,1,3,5079,25952,13,4,3,3,7,7,0,7,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
709,31,Yes,9,2,3,2,2321,10322,22,1,4,3,2,3,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
710,33,No,17,3,4,3,17444,20489,11,4,3,3,8,10,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
711,29,Yes,10,3,4,2,2404,11479,20,3,4,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
712,33,No,13,1,2,3,3452,17241,18,1,3,3,2,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
713,45,No,1,4,4,3,2270,11005,14,4,3,3,3,5,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
714,50,No,1,2,4,3,17399,6615,22,3,4,2,4,5,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
715,33,No,1,4,3,4,5488,20161,13,1,3,3,5,6,1,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
716,41,No,9,3,1,3,19419,3735,17,2,3,4,16,18,0,11,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
717,27,No,16,4,3,3,2811,12086,14,2,3,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
718,45,No,23,2,4,3,3633,14039,15,3,3,3,8,9,0,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
719,47,No,4,2,4,3,4163,8571,17,3,3,3,0,9,0,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
720,30,Yes,22,3,1,3,2132,11539,11,2,3,3,2,5,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
721,50,No,24,3,4,3,13973,4161,18,4,3,3,11,12,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
722,38,No,10,1,3,3,2684,12127,17,2,3,2,1,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
723,46,No,7,2,4,3,10845,24208,13,2,3,3,7,8,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
724,24,No,17,1,4,2,4377,24117,15,2,3,3,2,4,3,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
